Node,SIR
232,0.456
233,0.418
234,0.483
235,0.425
236,0.507
237,0.46
238,0.496
239,0.449
240,0.568
241,0.568
242,0.488
243,0.499
244,0.566
245,0.364
246,0.58
247,0.575
248,0.414
249,0.441
250,0.483
251,0.54
252,0.569
253,0.438
254,0.56
255,0.406
256,0.421
257,0.432
258,0.483
259,0.544
260,0.506
261,0.531
262,0.542
263,0.433
264,0.47
265,0.517
266,0.474
267,0.485
268,0.444
269,0.33
270,0.52
271,0.498
272,0.466
273,0.574
274,0.443
275,0.501
276,0.505
277,0.41
278,0.599
279,0.39
280,0.51
281,0.498
282,0.513
283,0.453
284,0.493
285,0.378
286,0.483
287,0.485
288,0.514
289,0.476
290,0.456
291,0.49
292,0.568
293,0.451
294,0.499
295,0.464
296,0.489
297,0.567
298,0.495
299,0.406
300,0.526
301,0.316
302,0.555
303,0.414
304,0.518
305,0.389
306,0.502
307,0.502
308,0.516
309,0.519
310,0.395
311,0.415
312,0.462
313,0.507
314,0.55
315,0.508
316,0.397
317,0.551
318,0.496
319,0.413
320,0.446
321,0.449
322,0.444
323,0.482
324,0.408
325,0.392
326,0.499
327,0.385
328,0.432
329,0.451
330,0.463
331,0.498
332,0.396
333,0.487
334,0.35
335,0.45
336,0.55
337,0.554
338,0.451
339,0.422
340,0.421
341,0.398
342,0.37
343,0.419
344,0.338
345,0.431
346,0.499
347,0.536
348,0.532
349,0.321
350,0.463
351,0.531
352,0.372
353,0.501
354,0.476
355,0.402
356,0.339
357,0.495
358,0.481
359,0.432
360,0.493
361,0.462
362,0.556
363,0.557
364,0.444
365,0.389
366,0.512
367,0.492
368,0.499
369,0.547
370,0.403
371,0.423
372,0.463
373,0.489
374,0.463
375,0.457
376,0.45
377,0.557
378,0.426
379,0.379
380,0.378
381,0.324
382,0.414
383,0.394
384,0.51
385,0.415
386,0.464
387,0.474
388,0.419
389,0.474
390,0.499
391,0.433
392,0.458
393,0.429
394,0.446
395,0.439
396,0.476
397,0.439
398,0.469
399,0.452
400,0.485
401,0.513
402,0.434
403,0.499
404,0.426
405,0.437
406,0.502
407,0.415
408,0.469
409,0.399
410,0.43
411,0.39
412,0.445
413,0.492
414,0.431
415,0.494
416,0.476
417,0.496
418,0.453
419,0.465
420,0.46
421,0.47
422,0.353
423,0.399
424,0.454
425,0.497
426,0.464
427,0.501
428,0.428
429,0.519
430,0.35
431,0.434
432,0.481
433,0.438
434,0.526
435,0.498
436,0.463
437,0.451
438,0.519
439,0.523
440,0.459
441,0.413
442,0.407
443,0.389
444,0.425
445,0.419
446,0.302
447,0.378
448,0.444
449,0.487
450,0.408
451,0.536
452,0.429
453,0.5
454,0.409
455,0.39
456,0.44
457,0.45
458,0.359
459,0.414
460,0.37
461,0.439
462,0.482
463,0.395
464,0.445
465,0.452
466,0.402
467,0.421
468,0.471
469,0.483
470,0.555
471,0.47
472,0.506
473,0.389
474,0.431
475,0.408
476,0.445
477,0.482
478,0.475
479,0.402
480,0.333
