Node,WiD1,WiD2,WiD3
3102,4,30,325
3103,4,30,247
3104,2,69,829
3105,2,25,451
3106,2,14,279
3107,2,43,283
3108,5,74,636
3109,4,44,544
3110,2,12,111
3111,8,64,577
3112,4,23,154
3113,2,41,500
3114,3,25,309
3115,3,19,156
3116,7,53,690
3117,4,66,550
3118,2,19,361
3119,4,36,418
3120,4,64,563
3121,2,15,308
3122,2,13,75
3123,5,122,1207
3124,3,40,521
3125,4,57,700
3126,3,193,2096
3127,4,25,372
3128,5,89,1059
3129,2,212,2107
3130,4,30,488
3131,2,39,470
3132,2,9,241
3133,3,17,111
3134,2,12,101
3135,3,14,160
3136,3,45,478
3137,5,64,962
3138,2,34,485
3139,5,59,552
3140,8,63,615
3141,2,27,296
3142,2,77,661
3143,4,56,477
3144,2,33,197
3145,5,75,822
3146,2,185,2115
3147,4,57,364
3148,6,24,329
3149,4,23,236
3150,2,25,217
3151,4,95,1237
3152,2,29,470
3153,5,25,161
3154,4,30,208
3155,3,29,209
3156,2,31,361
3157,6,75,723
3158,10,81,784
3159,3,16,296
3160,2,24,304
3161,2,120,1135
3162,5,28,418
3163,2,14,176
3164,2,45,735
3165,3,30,380
3166,2,32,217
3167,5,20,170
3168,3,44,497
3169,4,22,158
3170,4,54,354
3171,2,207,2044
3172,2,49,392
3173,3,29,332
3174,2,43,504
3175,4,47,522
3176,2,193,2144
3177,2,13,158
3178,3,37,419
3179,5,21,189
3180,6,52,715
3181,2,21,202
3182,2,364,3842
3183,2,27,250
3184,4,35,289
3185,5,30,294
3186,2,74,855
3187,3,33,452
3188,5,27,290
3189,2,12,129
3190,3,19,150
3191,2,121,1430
3192,4,66,432
3193,2,79,827
3194,5,32,194
3195,6,28,602
3196,3,50,427
3197,4,207,2051
3198,3,22,166
3199,3,23,224
3200,3,22,227
3201,2,208,2257
3202,3,15,270
3203,2,76,846
3204,2,16,131
3205,2,57,804
3206,4,24,166
3207,2,17,158
3208,4,56,705
3209,5,32,527
3210,2,46,647
3211,2,18,115
3212,4,29,233
3213,3,119,1240
3214,5,32,225
3215,2,20,264
3216,3,25,232
3217,2,109,1469
3218,2,19,332
3219,3,12,263
3220,3,20,137
3221,7,30,497
3222,4,28,204
3223,2,38,590
3224,2,18,291
3225,3,47,463
3226,3,46,470
3227,5,43,463
3228,3,232,2313
3229,4,19,297
3230,5,59,887
3231,2,12,90
3232,4,16,189
3233,4,28,360
3234,4,18,311
3235,3,47,317
3236,2,18,100
3237,2,16,106
3238,3,41,310
3239,3,68,1002
3240,4,42,353
3241,2,34,593
3242,3,44,663
3243,8,40,390
3244,4,48,409
3245,3,30,249
3246,4,31,388
3247,2,27,217
3248,2,45,661
3249,5,25,356
3250,2,47,539
3251,6,23,161
3252,3,17,146
3253,2,11,56
3254,2,17,295
3255,5,50,332
3256,3,25,212
3257,2,203,2204
3258,2,26,246
3259,4,34,213
3260,2,113,1383
3261,3,35,283
3262,2,188,2143
3263,2,28,463
3264,3,19,172
3265,4,30,197
3266,2,18,214
3267,3,61,478
3268,2,35,225
3269,2,31,382
3270,3,19,126
3271,3,17,253
3272,3,30,373
3273,2,10,106
3274,2,41,436
3275,7,30,601
3276,2,27,390
3277,3,19,353
3278,3,21,222
3279,5,52,626
3280,4,216,2161
3281,5,195,2129
3282,6,26,358
3283,4,31,207
3284,3,70,699
3285,3,20,181
3286,3,17,235
3287,4,22,205
3288,5,23,218
3289,6,27,385
3290,2,13,93
3291,2,19,267
3292,2,13,269
3293,2,14,148
3294,6,52,657
3295,4,74,848
3296,2,34,227
3297,2,96,1251
3298,2,54,647
3299,2,13,93
3300,2,23,203
3301,6,26,335
3302,5,28,228
3303,3,25,276
3304,2,21,259
3305,2,37,476
3306,2,8,246
3307,2,23,407
3308,3,234,2473
3309,3,14,151
3310,2,11,241
3311,2,13,89
3312,2,46,630
3313,2,11,65
3314,4,18,121
3315,2,15,308
3316,2,12,133
3317,2,47,645
3318,3,29,327
3319,3,17,291
3320,4,27,305
3321,2,46,320
3322,3,41,418
3323,2,69,1042
3324,6,74,595
3325,2,65,542
3326,2,93,1223
3327,2,46,656
3328,2,36,606
3329,2,186,2141
3330,2,198,2005
3331,2,40,305
3332,2,26,349
3333,2,28,297
3334,4,207,2688
3335,3,24,146
3336,2,16,98
3337,2,17,120
3338,3,15,160
3339,2,24,220
3340,4,19,419
3341,2,14,282
3342,2,58,561
3343,3,15,198
3344,2,11,95
3345,2,38,276
3346,6,38,340
3347,2,131,1184
3348,2,20,204
3349,2,30,211
3350,4,37,316
3351,2,64,500
3352,2,12,78
3353,5,207,2144
3354,6,52,505
3355,2,21,186
3356,5,25,184
3357,2,103,904
3358,4,32,291
3359,2,14,132
3360,4,40,554
3361,5,32,336
3362,6,63,470
3363,4,100,1026
3364,5,210,2067
3365,4,15,96
3366,4,28,291
3367,2,21,260
3368,2,16,80
3369,5,36,271
3370,5,36,242
3371,8,51,588
3372,4,16,304
3373,6,66,705
3374,6,26,423
3375,3,33,196
3376,3,14,140
3377,3,62,569
3378,3,31,374
3379,2,33,563
3380,2,24,176
3381,2,43,564
3382,2,49,811
3383,3,22,166
3384,2,13,71
3385,4,38,408
3386,2,19,181
3387,3,191,2294
3388,2,13,144
3389,2,9,227
3390,2,46,432
3391,4,21,290
3392,2,16,113
3393,3,17,147
3394,2,118,1109
3395,3,36,429
3396,4,42,448
3397,2,123,1392
3398,2,13,195
3399,4,59,531
3400,3,30,365
3401,2,59,596
3402,3,22,203
3403,2,18,236
3404,2,30,197
3405,4,52,533
3406,2,43,269
3407,3,59,666
3408,2,16,138
3409,3,220,2297
3410,2,22,289
3411,3,54,710
3412,3,25,305
3413,2,19,166
3414,5,39,495
3415,3,57,444
3416,2,39,343
3417,2,17,155
3418,3,17,223
3419,3,35,599
3420,4,51,370
3421,3,18,156
3422,4,32,414
3423,3,19,115
3424,3,21,128
3425,3,40,667
3426,2,188,1840
3427,3,56,838
3428,5,36,273
3429,2,12,260
3430,3,20,120
3431,3,206,2047
3432,6,27,413
3433,3,15,259
3434,2,14,166
3435,3,38,373
3436,2,16,146
3437,2,80,831
3438,3,27,442
3439,5,27,347
3440,2,122,1295
3441,4,20,134
3442,2,28,214
3443,5,36,310
3444,2,222,2178
3445,6,48,525
3446,4,31,361
3447,2,16,219
3448,2,18,122
3449,2,17,168
3450,2,28,179
3451,2,48,549
3452,5,200,1911
3453,2,111,1207
3454,6,39,338
3455,3,32,290
3456,5,46,640
3457,2,12,77
3458,3,83,869
3459,3,17,128
3460,3,66,856
3461,4,23,215
3462,3,23,210
3463,3,21,184
3464,5,213,2313
3465,2,11,110
3466,2,12,212
3467,4,19,208
3468,3,20,145
3469,3,25,330
3470,2,15,97
3471,2,12,94
3472,2,19,182
3473,2,10,274
3474,2,67,1166
3475,2,19,196
3476,5,48,448
3477,2,16,204
3478,3,25,157
3479,2,48,734
3480,2,23,353
3481,2,11,77
3482,2,34,430
3483,3,13,187
3484,3,24,206
3485,4,36,377
3486,2,25,253
3487,3,32,387
3488,2,21,346
3489,6,52,914
3490,2,18,388
3491,4,28,234
3492,2,30,219
3493,4,58,546
3494,4,43,954
3495,3,58,687
3496,3,21,238
3497,5,26,208
3498,2,17,286
3499,5,43,309
3500,4,27,237
3501,2,24,195
3502,4,202,1953
3503,3,29,369
3504,5,46,568
3505,3,76,731
3506,2,10,276
3507,4,151,1788
3508,2,9,260
3509,3,13,151
3510,6,21,147
3511,3,25,446
3512,3,17,368
3513,2,9,65
3514,6,27,170
3515,3,38,419
3516,3,45,417
3517,4,34,453
3518,4,68,593
3519,2,34,269
3520,4,42,301
3521,4,23,151
3522,2,24,173
3523,2,30,222
3524,2,21,324
3525,3,111,1338
3526,2,15,268
3527,4,113,1282
3528,3,49,340
3529,2,64,547
3530,3,33,352
3531,2,42,303
3532,2,34,232
3533,2,21,248
3534,4,47,736
3535,2,14,108
3536,3,19,126
3537,4,22,164
3538,3,31,219
3539,4,16,108
3540,3,18,174
3541,6,65,920
3542,2,25,406
3543,2,19,371
3544,2,105,1202
3545,2,40,314
3546,4,63,573
3547,2,22,317
3548,3,45,513
3549,4,22,151
3550,2,11,102
3551,2,188,2093
3552,2,51,381
3553,6,124,1333
3554,3,36,481
3555,2,51,546
3556,2,195,1919
3557,3,76,703
3558,2,17,114
3559,2,22,126
3560,4,27,160
3561,3,46,454
3562,2,44,296
3563,3,45,552
3564,2,12,151
3565,4,37,257
3566,3,25,230
3567,2,16,152
3568,2,19,177
3569,2,18,162
3570,3,12,90
3571,4,17,354
3572,2,15,105
3573,3,11,177
3574,3,21,142
3575,3,27,342
3576,2,18,347
3577,2,19,350
3578,5,18,156
3579,3,29,209
3580,2,27,213
3581,2,36,217
3582,4,34,250
3583,2,29,285
3584,2,105,1133
3585,2,139,1307
3586,3,104,1317
3587,2,13,239
3588,4,18,114
3589,3,37,498
3590,3,18,268
3591,2,188,1828
3592,3,73,707
3593,2,17,108
3594,3,192,2230
3595,2,18,215
3596,5,95,1042
3597,2,16,151
3598,2,47,487
3599,3,51,521
3600,3,29,237
3601,3,14,75
3602,2,26,225
3603,2,24,245
3604,2,12,267
3605,3,34,260
3606,5,21,169
3607,2,12,99
3608,7,35,707
3609,3,23,310
3610,4,47,327
3611,2,33,312
3612,2,38,339
3613,2,18,133
3614,2,12,79
3615,2,33,378
3616,2,17,144
3617,2,194,1860
3618,4,37,356
3619,2,27,260
3620,6,31,284
3621,2,24,246
3622,2,20,275
3623,4,19,486
3624,2,9,70
3625,2,25,157
3626,4,70,857
3627,2,17,138
3628,4,22,202
3629,2,24,203
3630,2,28,258
3631,4,25,160
3632,2,35,464
3633,5,39,365
3634,6,32,262
3635,3,23,148
3636,5,27,232
3637,2,57,604
3638,2,29,410
3639,2,39,316
3640,3,45,433
3641,3,76,854
3642,2,41,344
3643,3,13,150
3644,3,22,338
3645,2,132,1431
3646,2,16,155
3647,2,12,72
3648,3,28,214
3649,4,39,339
3650,2,19,125
3651,2,193,1874
3652,3,66,607
3653,2,22,419
3654,2,13,135
3655,3,34,443
3656,3,17,152
3657,2,42,559
3658,2,187,1804
3659,2,41,398
3660,2,26,195
3661,3,39,491
3662,2,35,481
3663,4,18,130
3664,3,15,129
3665,2,51,504
3666,2,52,550
3667,4,67,575
3668,2,102,1114
3669,3,81,651
3670,3,19,127
3671,2,17,127
3672,4,30,293
3673,3,25,191
3674,2,111,1024
3675,2,33,338
3676,2,17,140
3677,5,25,441
3678,5,68,871
3679,2,8,55
3680,2,14,418
3681,4,35,284
3682,2,47,569
3683,3,20,131
3684,4,74,609
3685,4,17,188
3686,2,45,324
3687,2,12,303
3688,2,10,77
3689,2,16,428
3690,2,21,114
3691,2,22,211
3692,4,22,181
3693,4,30,542
3694,4,195,2206
3695,3,19,182
3696,2,36,772
3697,4,46,732
3698,3,24,232
3699,2,27,226
3700,3,71,933
3701,2,11,76
3702,2,14,279
3703,4,25,181
3704,5,25,371
3705,3,28,355
3706,3,199,2004
3707,5,41,639
3708,3,50,470
3709,4,16,108
3710,2,26,189
3711,3,20,565
3712,4,61,828
3713,3,30,441
3714,3,16,130
3715,2,116,1225
3716,3,31,332
3717,4,23,285
3718,3,45,389
3719,2,15,92
3720,3,23,445
3721,2,49,510
3722,2,56,811
3723,4,107,1384
3724,4,45,516
3725,3,34,198
3726,3,38,466
3727,4,198,2438
3728,5,39,521
3729,5,27,332
3730,4,21,197
3731,3,47,531
3732,2,20,279
3733,3,25,201
3734,3,62,952
3735,3,14,86
3736,2,12,157
3737,3,21,179
3738,2,19,175
3739,3,14,97
3740,2,12,304
3741,4,20,187
3742,4,33,384
3743,6,49,535
3744,2,20,173
3745,2,21,224
3746,2,117,1288
3747,3,15,297
3748,3,21,350
3749,3,18,135
3750,3,41,293
3751,2,192,2141
3752,4,109,1427
3753,3,30,277
3754,2,12,90
3755,2,27,258
3756,3,34,457
3757,3,31,376
3758,2,22,152
3759,2,24,484
3760,2,10,178
3761,3,45,315
3762,7,93,1146
3763,2,14,174
3764,3,23,207
3765,2,189,1853
3766,2,18,200
3767,3,40,447
3768,3,29,359
3769,4,25,165
3770,4,26,214
3771,3,16,92
3772,2,62,810
3773,4,53,536
3774,3,29,486
3775,3,53,374
3776,2,14,85
3777,2,32,224
3778,2,15,100
3779,2,13,208
3780,3,227,2124
3781,3,18,284
3782,2,216,2282
3783,2,12,90
3784,4,34,377
3785,3,13,181
3786,5,23,209
3787,3,101,1299
3788,4,26,285
3789,2,55,706
3790,3,28,336
3791,2,13,199
3792,3,65,803
3793,2,11,114
3794,4,50,576
3795,6,41,417
3796,3,29,297
3797,4,21,203
3798,2,16,132
3799,2,26,229
3800,2,66,853
3801,3,121,1522
3802,2,19,120
3803,2,36,394
3804,2,109,1634
3805,2,35,258
3806,2,44,350
3807,3,26,250
3808,3,54,614
3809,2,13,99
3810,2,22,243
3811,3,13,119
3812,2,20,146
3813,2,19,201
3814,2,111,1004
3815,3,193,1876
3816,3,15,307
3817,2,109,992
3818,3,66,703
3819,2,22,265
3820,3,19,281
3821,2,206,2210
3822,2,14,105
3823,3,16,106
3824,3,15,128
3825,4,26,222
3826,3,115,1539
3827,3,34,388
3828,3,35,396
3829,2,31,237
3830,3,42,664
3831,5,58,369
3832,2,13,91
3833,2,39,341
3834,2,65,498
3835,3,20,179
3836,3,203,2027
3837,2,15,242
3838,4,19,129
3839,4,18,126
3840,3,25,317
3841,4,23,416
3842,4,18,120
3843,2,18,128
3844,3,14,123
3845,3,17,283
3846,5,29,246
3847,4,19,308
3848,3,29,239
3849,2,10,159
3850,3,26,319
3851,3,14,132
3852,2,10,222
3853,2,69,877
3854,3,108,949
3855,3,26,218
3856,2,11,135
3857,4,21,285
3858,3,18,124
3859,2,23,206
3860,4,29,246
3861,2,11,75
3862,4,24,146
3863,2,15,115
3864,2,15,270
3865,2,11,148
3866,3,20,181
3867,2,42,545
3868,3,52,666
3869,2,63,625
3870,4,100,1447
3871,3,32,363
3872,2,12,75
3873,2,38,510
3874,2,88,1293
3875,3,49,909
3876,2,95,1230
3877,2,16,104
3878,3,40,445
3879,2,15,327
3880,2,31,199
3881,4,23,159
3882,4,19,130
3883,2,14,283
3884,6,33,293
3885,2,8,264
3886,2,42,472
3887,2,10,70
3888,3,18,156
3889,3,25,165
3890,2,14,206
3891,3,22,301
3892,3,28,191
3893,4,29,374
3894,2,46,363
3895,2,21,178
3896,2,16,471
3897,2,15,175
3898,5,33,266
3899,3,64,466
3900,3,52,649
3901,3,36,496
3902,2,19,179
3903,3,18,141
3904,2,51,494
3905,3,16,136
3906,2,53,410
3907,2,13,139
3908,2,11,176
3909,4,29,173
3910,3,18,229
3911,3,31,252
3912,2,13,257
3913,2,12,113
3914,3,42,503
3915,3,42,789
3916,2,15,124
3917,3,23,152
3918,5,27,173
3919,3,18,125
3920,2,11,62
3921,5,87,827
3922,4,38,390
3923,2,22,228
3924,4,35,256
3925,3,25,237
3926,2,55,515
3927,3,77,753
3928,2,24,484
3929,3,15,124
3930,3,192,1828
3931,3,110,1177
3932,3,21,158
3933,2,40,730
3934,2,28,396
3935,3,59,443
3936,2,53,481
3937,3,120,1102
3938,3,14,183
3939,2,33,264
3940,2,14,180
3941,2,186,2094
3942,3,14,333
3943,5,18,229
3944,2,22,189
3945,2,110,1246
3946,4,55,688
3947,2,14,327
3948,2,17,274
3949,2,73,606
3950,4,19,458
3951,3,21,214
3952,2,42,473
3953,2,21,141
3954,3,28,318
3955,4,44,302
3956,3,16,179
3957,3,42,498
3958,2,17,209
3959,3,17,124
3960,5,119,1539
3961,4,49,601
3962,4,20,273
3963,4,30,232
3964,2,49,623
3965,2,54,403
3966,4,121,1534
3967,4,61,826
3968,3,26,199
3969,3,72,804
3970,7,26,171
3971,3,21,138
3972,2,17,401
3973,2,17,139
3974,3,21,184
3975,2,15,90
3976,2,15,128
3977,4,17,132
3978,4,23,211
3979,3,58,603
3980,6,122,1607
3981,3,76,779
3982,2,20,231
3983,4,34,321
3984,4,32,393
3985,2,22,342
3986,2,42,610
3987,3,201,2198
3988,4,29,369
3989,2,62,530
3990,3,21,361
3991,2,12,92
3992,3,48,392
3993,4,211,2122
3994,2,222,2163
3995,2,195,1901
3996,4,70,621
3997,3,18,108
3998,2,52,623
3999,3,68,551
4000,2,13,169
4001,3,216,2116
4002,2,25,369
4003,3,14,101
4004,2,44,289
4005,5,33,383
4006,3,376,4027
4007,2,11,81
4008,5,25,350
4009,2,30,436
4010,2,12,116
4011,3,17,143
4012,2,16,249
4013,2,17,94
4014,3,13,90
4015,4,19,210
4016,3,12,149
4017,2,11,132
4018,3,41,348
4019,2,18,126
4020,2,12,162
4021,2,54,503
4022,2,11,193
4023,2,38,389
4024,2,29,387
4025,5,31,364
4026,2,14,215
4027,2,32,294
4028,3,20,297
4029,4,243,2573
4030,2,11,433
4031,2,108,1195
4032,2,20,227
4033,4,21,157
4034,5,28,350
4035,2,13,101
4036,3,43,533
4037,3,34,454
4038,2,13,132
4039,3,24,253
4040,4,24,334
4041,4,19,242
4042,2,40,417
4043,2,20,361
4044,3,194,2020
4045,2,90,960
4046,2,94,993
4047,4,21,379
4048,2,20,358
4049,3,52,405
4050,2,13,134
4051,5,26,151
4052,3,100,1445
4053,2,11,121
4054,2,215,2424
4055,3,118,1246
4056,2,21,147
4057,2,15,92
4058,3,16,142
4059,4,29,277
4060,4,15,528
4061,2,28,254
4062,2,189,1826
4063,4,26,354
4064,4,36,294
4065,2,16,101
4066,2,25,180
4067,2,45,488
4068,4,119,1228
4069,3,47,336
4070,3,84,912
4071,2,12,315
4072,2,186,2085
4073,3,18,97
4074,2,10,176
4075,2,25,140
4076,3,117,1042
4077,2,13,337
4078,2,71,587
4079,3,16,121
4080,3,19,339
4081,2,39,367
4082,2,12,323
4083,2,19,189
4084,3,19,153
4085,4,33,438
4086,2,31,295
4087,3,209,2092
4088,2,27,204
4089,2,13,265
4090,2,77,971
4091,4,28,255
4092,3,12,209
4093,2,16,137
4094,2,30,449
4095,2,23,439
4096,2,16,161
4097,3,26,218
4098,2,32,285
4099,2,60,631
4100,4,16,152
4101,2,30,216
4102,3,59,473
4103,3,34,208
4104,4,21,195
4105,2,18,224
4106,2,17,114
4107,2,9,73
4108,4,31,474
4109,4,70,813
4110,2,38,276
4111,2,17,174
4112,2,10,94
4113,3,17,290
4114,2,33,306
4115,5,43,749
4116,2,10,77
4117,2,13,289
4118,2,21,247
4119,2,16,144
4120,3,16,106
4121,3,15,76
4122,2,20,137
4123,4,41,348
4124,2,26,178
4125,4,17,107
4126,7,28,625
4127,3,22,260
4128,2,15,133
4129,4,30,452
4130,2,21,303
4131,3,44,313
4132,3,34,297
4133,3,35,444
4134,2,25,386
4135,2,16,96
4136,2,55,429
4137,2,68,512
4138,2,13,77
4139,2,27,486
4140,2,12,426
4141,2,67,818
4142,2,11,74
4143,3,16,149
4144,4,24,196
4145,2,17,77
4146,3,18,132
4147,3,20,260
4148,2,16,163
4149,2,33,228
4150,3,19,155
4151,4,35,456
4152,4,26,213
4153,3,25,361
4154,3,15,221
4155,4,23,219
4156,2,36,460
4157,3,200,2049
4158,3,14,298
4159,2,54,749
4160,2,22,315
4161,3,17,161
4162,2,38,483
4163,2,199,2168
4164,2,197,1978
4165,3,18,152
4166,2,31,537
4167,2,190,2160
4168,3,52,409
4169,4,16,147
4170,2,10,92
4171,2,32,486
4172,2,13,105
4173,6,25,220
4174,2,103,1163
4175,2,8,234
4176,2,25,220
4177,4,28,250
4178,4,212,2119
4179,3,34,325
4180,2,11,57
4181,3,41,298
4182,3,26,197
4183,3,80,702
4184,2,19,125
4185,2,17,181
4186,2,13,105
4187,2,105,1168
4188,2,16,267
4189,2,45,690
4190,4,22,138
4191,3,111,1220
4192,2,16,83
4193,2,15,140
4194,2,27,435
4195,2,13,118
4196,3,28,504
4197,2,15,119
4198,3,21,142
4199,3,21,367
4200,2,16,111
4201,3,114,1214
4202,3,20,227
4203,3,30,438
4204,5,21,281
4205,2,37,297
4206,2,47,349
4207,3,20,195
4208,2,189,1811
4209,3,17,145
4210,2,43,415
4211,2,25,302
4212,3,202,2001
4213,3,51,534
4214,4,53,383
4215,2,13,289
4216,2,28,195
4217,4,60,485
4218,2,26,242
4219,2,20,134
4220,4,16,161
4221,2,25,258
4222,2,28,621
4223,2,48,343
4224,3,26,234
4225,2,34,506
4226,2,187,1807
4227,2,117,1148
4228,2,16,164
4229,2,14,170
4230,4,24,285
4231,2,178,2012
4232,3,203,2033
4233,3,22,163
4234,2,39,332
4235,2,18,136
4236,4,17,196
4237,2,139,1816
4238,2,23,184
4239,3,29,211
4240,2,12,77
4241,2,28,186
4242,3,20,136
4243,2,35,419
4244,2,49,792
4245,3,34,541
4246,2,45,306
4247,3,49,741
4248,2,15,302
4249,3,26,372
4250,4,70,827
4251,2,14,107
4252,5,23,205
4253,3,22,324
4254,3,18,109
4255,3,16,299
4256,2,38,377
4257,2,117,1037
4258,5,199,1882
4259,3,15,102
4260,2,11,93
4261,2,20,229
4262,2,68,483
4263,3,37,395
4264,2,13,162
4265,2,18,157
4266,2,13,118
4267,2,39,291
4268,2,20,196
4269,2,15,125
4270,4,34,444
4271,2,15,97
4272,2,29,380
4273,2,27,282
4274,2,35,434
4275,2,22,261
4276,3,18,208
4277,3,53,533
4278,3,82,737
4279,5,75,583
4280,2,24,212
4281,2,22,427
4282,3,97,889
4283,5,138,1263
4284,2,16,195
4285,3,93,1299
4286,3,24,270
4287,2,34,214
4288,3,27,244
4289,2,45,475
4290,2,14,86
4291,2,22,257
4292,5,24,152
4293,3,18,184
4294,2,40,527
4295,2,11,100
4296,3,193,1864
4297,5,28,269
4298,3,24,195
4299,6,82,1253
4300,2,24,216
4301,2,51,545
4302,3,24,152
4303,5,24,268
4304,3,13,160
4305,3,190,2121
4306,2,11,179
4307,4,71,986
4308,3,77,719
4309,3,34,322
4310,3,38,285
4311,2,41,641
4312,2,21,198
4313,2,49,521
4314,2,10,73
4315,3,16,93
4316,2,64,809
4317,3,26,289
4318,2,22,161
4319,3,14,81
4320,2,21,135
4321,2,29,224
4322,3,11,116
4323,5,25,234
4324,2,59,490
4325,2,15,257
4326,2,110,1018
4327,2,191,1839
4328,2,52,400
4329,3,19,200
4330,5,35,506
4331,2,14,78
4332,2,17,335
4333,4,38,294
4334,8,34,497
4335,3,15,101
4336,6,27,195
4337,2,25,209
4338,2,70,659
4339,2,14,151
4340,2,16,187
4341,3,12,117
4342,2,18,98
4343,2,11,81
4344,2,18,151
4345,2,44,252
4346,4,22,146
4347,2,15,303
4348,2,22,155
4349,3,48,622
4350,2,44,562
4351,2,63,803
4352,3,53,385
4353,2,27,212
4354,2,11,239
4355,2,63,856
4356,2,30,180
4357,4,70,817
4358,2,17,154
4359,2,44,410
4360,2,31,285
4361,2,22,256
4362,2,105,1243
4363,5,26,194
4364,2,19,132
4365,2,31,303
4366,2,71,727
4367,2,23,265
4368,3,15,128
4369,2,19,301
4370,4,15,150
4371,2,13,104
4372,3,19,264
4373,2,70,630
4374,4,35,267
4375,3,24,132
4376,3,28,198
4377,2,191,1938
4378,2,63,807
4379,2,44,357
4380,2,22,184
4381,2,97,1240
4382,3,28,373
4383,2,21,187
4384,2,25,464
4385,3,16,293
4386,2,19,265
4387,2,198,1990
4388,4,29,202
4389,3,39,289
4390,3,34,306
4391,2,13,62
4392,2,11,92
4393,2,45,381
4394,3,28,411
4395,2,40,290
4396,2,45,291
4397,3,20,293
4398,2,14,78
4399,2,17,120
4400,2,58,616
4401,2,17,139
4402,4,32,206
4403,2,47,531
4404,2,68,731
4405,2,11,241
4406,3,131,1381
4407,3,20,259
4408,3,15,171
4409,3,27,381
4410,2,42,337
4411,3,49,687
4412,3,14,70
4413,2,89,986
4414,4,45,429
4415,2,37,407
4416,2,16,226
4417,3,16,99
4418,3,69,555
4419,2,193,1858
4420,2,20,254
4421,2,50,360
4422,4,22,287
4423,2,21,300
4424,4,20,184
4425,3,27,267
4426,3,57,1097
4427,2,20,222
4428,3,40,271
4429,3,24,178
4430,2,119,1323
4431,2,150,1767
4432,5,198,2345
4433,2,11,123
4434,3,27,249
4435,3,28,250
4436,3,25,202
4437,3,16,148
4438,2,23,205
4439,2,56,440
4440,2,17,119
4441,2,13,145
4442,2,13,126
4443,2,26,429
4444,2,12,258
4445,2,47,419
4446,2,62,544
4447,2,17,118
4448,2,22,149
4449,2,17,148
4450,2,19,199
4451,3,25,163
4452,5,21,370
4453,3,31,424
4454,4,20,223
4455,6,28,283
4456,2,81,709
4457,3,13,100
4458,3,38,463
4459,5,45,380
4460,4,34,432
4461,2,18,209
4462,2,14,293
4463,3,18,308
4464,2,48,327
4465,3,28,212
4466,2,14,176
4467,5,27,410
4468,4,25,220
4469,3,198,1894
4470,2,51,727
4471,2,11,248
4472,3,19,132
4473,5,30,411
4474,5,52,801
4475,2,31,297
4476,2,30,219
4477,2,61,808
4478,2,19,276
4479,2,24,460
4480,2,35,315
4481,3,22,289
4482,2,20,218
4483,2,11,60
4484,3,19,188
4485,2,210,2189
4486,3,22,469
4487,2,13,258
4488,2,22,370
4489,3,17,135
4490,4,23,270
4491,3,24,263
4492,2,12,110
4493,3,23,148
4494,2,30,325
4495,2,21,237
4496,5,60,590
4497,2,11,90
4498,5,23,167
4499,3,41,462
4500,2,59,698
4501,3,18,267
4502,3,27,322
4503,3,17,289
4504,2,16,236
4505,2,13,114
4506,4,22,184
4507,2,27,446
4508,2,13,92
4509,3,16,130
4510,2,37,324
4511,2,21,240
4512,2,14,223
4513,4,40,285
4514,2,141,1782
4515,4,195,1929
4516,3,205,2211
4517,2,18,121
4518,3,34,401
4519,3,62,823
4520,2,55,444
4521,3,36,611
4522,2,33,250
4523,2,19,135
4524,2,25,287
4525,2,24,404
4526,3,23,223
4527,4,16,185
4528,2,18,145
4529,2,25,261
4530,4,29,202
4531,2,18,135
4532,5,21,319
4533,2,18,152
4534,2,209,1999
4535,4,21,313
4536,2,19,101
4537,2,18,221
4538,6,25,392
4539,3,18,184
4540,4,53,822
4541,3,29,355
4542,3,226,2232
4543,2,20,330
4544,6,33,251
4545,3,115,1206
4546,3,34,413
4547,2,62,802
4548,3,18,118
4549,2,17,315
4550,5,29,198
4551,3,51,564
4552,2,51,760
4553,4,47,375
4554,2,19,197
4555,5,20,167
4556,2,91,968
4557,2,33,369
4558,2,14,101
4559,5,63,485
4560,2,45,304
4561,3,114,1509
4562,2,10,106
4563,3,32,211
4564,2,61,437
4565,5,19,187
4566,2,11,81
4567,2,94,1057
4568,2,29,425
4569,2,30,327
4570,3,19,118
4571,2,17,149
4572,3,70,938
4573,2,17,200
4574,2,28,242
4575,3,38,477
4576,2,9,43
4577,2,77,608
4578,2,28,193
4579,2,44,390
4580,2,12,89
4581,2,34,735
4582,3,16,76
4583,3,64,821
4584,2,17,303
4585,6,59,793
4586,2,18,181
4587,2,21,302
4588,3,24,250
4589,2,15,96
4590,2,112,1500
4591,2,20,187
4592,3,47,435
4593,3,16,199
4594,4,24,268
4595,5,123,1257
4596,2,20,271
4597,4,33,472
4598,2,14,108
4599,2,14,127
4600,2,63,791
4601,3,40,798
4602,3,25,184
4603,2,27,284
4604,3,22,245
4605,2,18,175
4606,3,20,329
4607,2,9,62
4608,2,30,415
4609,7,49,467
4610,4,20,208
4611,2,15,392
4612,5,79,768
4613,5,24,150
4614,2,11,75
4615,2,8,78
4616,3,115,1393
4617,3,15,192
4618,3,206,2074
4619,2,16,156
4620,2,24,312
4621,2,14,197
4622,2,26,273
4623,2,28,210
4624,2,38,465
4625,2,15,77
4626,3,43,339
4627,2,13,156
4628,2,10,137
4629,2,105,1377
4630,3,19,231
4631,2,18,190
4632,2,12,65
4633,2,10,64
4634,4,61,848
4635,3,82,933
4636,2,19,152
