Node,WiD1,WiD2,WiD3
4637,3,15,82
4638,2,46,339
4639,2,35,419
4640,2,41,339
4641,3,33,359
4642,2,20,118
4643,2,29,331
4644,4,22,170
4645,2,11,128
4646,3,18,146
4647,2,32,427
4648,2,13,166
4649,3,44,356
4650,2,16,109
4651,2,26,173
4652,4,118,1539
4653,3,16,345
4654,2,189,2097
4655,3,56,412
4656,3,21,145
4657,2,11,182
4658,2,11,339
4659,2,18,100
4660,2,23,134
4661,5,27,193
4662,2,78,881
4663,3,48,651
4664,2,15,88
4665,5,27,209
4666,2,17,146
4667,3,23,201
4668,2,43,264
4669,2,14,100
4670,2,13,264
4671,2,29,266
4672,2,10,108
4673,3,44,325
4674,2,55,428
4675,2,28,223
4676,3,201,2015
4677,4,24,382
4678,2,14,73
4679,3,17,166
4680,2,46,524
4681,3,16,145
4682,2,10,109
4683,2,26,438
4684,2,187,2112
4685,2,23,232
4686,2,34,249
4687,3,193,1841
4688,2,113,1493
4689,2,10,148
4690,2,55,500
4691,3,12,108
4692,3,30,166
4693,2,46,651
4694,2,212,2135
4695,2,9,84
4696,2,11,129
4697,2,109,1474
4698,3,118,1542
4699,2,24,224
4700,2,18,99
4701,2,9,53
4702,2,16,275
4703,2,43,344
4704,2,10,100
4705,3,17,284
4706,2,19,179
4707,2,113,1011
4708,2,11,54
4709,3,18,111
4710,2,27,358
4711,2,16,187
4712,2,30,375
4713,2,13,82
4714,3,20,384
4715,2,32,428
4716,2,14,373
4717,4,20,384
4718,2,44,362
4719,3,21,493
4720,4,21,159
4721,2,44,685
4722,2,17,183
4723,3,27,276
4724,2,16,177
4725,2,52,461
4726,2,49,343
4727,2,11,79
4728,3,16,216
4729,3,23,149
4730,2,10,216
4731,5,205,2025
4732,3,15,300
4733,4,17,90
4734,2,20,159
4735,3,15,206
4736,3,12,158
4737,2,58,809
4738,2,15,449
4739,3,16,106
4740,2,14,346
4741,5,25,316
4742,2,14,84
4743,2,40,422
4744,2,27,216
4745,2,17,216
4746,3,29,264
4747,3,189,2103
4748,2,14,285
4749,2,286,3024
4750,2,17,248
4751,2,20,209
4752,4,54,376
4753,4,28,229
4754,2,17,158
4755,2,22,209
4756,2,33,441
4757,3,47,495
4758,2,20,107
4759,2,66,816
4760,2,27,518
4761,2,103,1164
4762,2,14,96
4763,3,15,84
4764,4,27,335
4765,2,11,98
4766,3,199,1993
4767,2,16,180
4768,2,28,178
4769,2,23,213
4770,2,27,243
4771,3,20,206
4772,2,199,2037
4773,2,186,2085
4774,3,16,260
4775,3,16,110
4776,2,11,134
4777,3,19,137
4778,2,195,2022
4779,2,39,331
4780,8,35,259
4781,2,197,1985
4782,4,62,878
4783,4,34,334
4784,2,13,87
4785,2,10,64
4786,3,16,154
4787,3,16,74
4788,3,26,378
4789,3,23,372
4790,3,51,357
4791,2,109,1356
4792,4,31,243
4793,2,19,142
4794,5,41,266
4795,2,62,818
4796,3,18,108
4797,2,18,144
4798,2,44,662
4799,2,13,137
4800,3,19,150
4801,2,32,361
4802,2,42,526
4803,4,23,202
4804,3,14,125
4805,2,25,356
4806,4,15,147
4807,2,187,2107
4808,2,125,1628
4809,2,19,132
4810,2,43,414
4811,2,189,2146
4812,3,197,1852
4813,2,12,93
4814,2,47,288
4815,2,13,66
4816,2,14,71
4817,3,24,321
4818,3,113,1536
4819,2,36,500
4820,3,14,92
4821,2,11,92
4822,4,24,259
4823,2,17,104
4824,2,13,108
4825,4,64,546
4826,2,26,227
4827,3,14,98
4828,2,17,247
4829,2,40,299
4830,2,17,239
4831,3,15,342
4832,2,11,76
4833,2,29,235
4834,3,15,75
4835,2,25,271
4836,2,18,120
4837,2,12,342
4838,2,25,227
4839,2,16,109
4840,2,20,213
4841,2,9,64
4842,2,30,193
4843,2,21,293
4844,3,16,146
4845,2,39,417
4846,2,14,139
4847,2,15,116
4848,3,22,352
4849,2,18,149
4850,2,37,311
4851,2,27,316
4852,3,21,286
4853,2,12,336
4854,3,17,141
4855,4,21,344
4856,2,50,389
4857,2,11,130
4858,3,52,645
4859,2,39,593
4860,3,22,271
4861,2,50,618
4862,3,33,384
4863,2,10,61
4864,4,17,132
4865,2,18,199
4866,2,16,120
4867,2,30,406
4868,3,15,106
4869,2,29,291
4870,4,33,328
4871,2,13,85
4872,4,47,360
4873,3,12,179
4874,4,25,224
4875,2,38,301
4876,2,21,116
4877,4,134,1382
4878,2,18,201
4879,2,41,554
4880,2,14,68
4881,2,60,902
4882,2,43,496
4883,2,15,196
4884,4,191,2152
4885,3,48,319
4886,3,19,114
4887,2,17,368
4888,3,33,439
4889,2,28,325
4890,2,9,75
4891,2,19,238
4892,2,23,227
4893,2,17,129
4894,2,15,89
4895,3,31,255
4896,2,16,139
4897,3,23,352
4898,3,20,336
4899,2,36,325
4900,2,270,3254
4901,2,46,440
4902,2,30,388
4903,2,55,466
4904,5,29,202
4905,4,22,178
4906,3,13,462
4907,3,191,1831
4908,2,13,81
4909,2,32,425
4910,2,194,1860
4911,7,65,418
4912,2,15,312
4913,2,66,849
4914,2,34,531
4915,2,18,137
4916,3,116,1253
4917,3,12,89
4918,2,24,430
4919,3,25,261
4920,3,17,165
4921,2,205,2129
4922,2,25,153
4923,2,10,355
4924,3,34,365
4925,5,23,353
4926,2,19,132
4927,2,14,361
4928,3,35,543
4929,2,90,846
4930,2,28,185
4931,2,21,289
4932,2,18,87
4933,2,8,99
4934,2,20,164
4935,3,77,803
4936,2,10,241
4937,3,35,495
4938,2,24,234
4939,3,19,242
4940,2,18,145
4941,3,17,144
4942,2,11,101
4943,3,19,478
4944,2,50,372
4945,2,15,92
4946,2,112,1471
4947,3,16,298
4948,2,43,402
4949,3,15,270
4950,2,14,182
4951,2,35,922
4952,3,26,199
4953,3,16,94
4954,5,75,633
4955,2,13,84
4956,2,33,492
4957,2,15,131
4958,3,18,292
4959,2,14,267
4960,2,21,176
4961,2,246,2687
4962,3,22,298
4963,2,219,2586
4964,4,69,676
4965,2,19,140
4966,2,19,280
4967,3,14,76
4968,2,20,324
4969,3,23,252
4970,5,23,123
4971,2,26,462
4972,3,25,212
4973,2,42,485
4974,2,23,321
4975,3,20,132
4976,2,10,83
4977,2,19,123
4978,2,55,597
4979,2,16,129
4980,2,11,118
4981,5,122,1265
4982,2,74,776
4983,3,23,364
4984,2,9,274
4985,3,30,204
4986,3,16,102
4987,2,16,306
4988,2,31,256
4989,2,29,392
4990,3,66,543
4991,5,22,347
4992,3,77,893
4993,4,118,1239
4994,2,26,191
4995,3,15,104
4996,3,16,98
4997,5,24,134
4998,3,17,91
4999,2,14,107
5000,2,10,57
5001,2,13,218
5002,2,40,373
5003,3,13,115
5004,3,36,283
5005,2,12,150
5006,2,52,731
5007,2,19,102
5008,3,23,227
5009,3,104,1332
5010,4,23,246
5011,2,41,453
5012,3,14,72
5013,5,76,602
5014,3,16,190
5015,3,59,521
5016,4,28,247
5017,2,87,956
5018,2,193,1849
5019,2,13,87
5020,2,52,731
5021,3,20,140
5022,3,23,165
5023,2,72,691
5024,3,102,1196
5025,2,22,170
5026,2,30,174
5027,2,15,202
5028,2,28,242
5029,2,23,193
5030,2,61,538
5031,4,18,164
5032,4,17,273
5033,2,16,221
5034,2,40,293
5035,2,27,226
5036,2,11,85
5037,3,30,395
5038,5,20,135
5039,2,15,103
5040,3,66,805
5041,2,201,2061
5042,2,189,1866
5043,2,11,239
5044,2,19,128
5045,2,21,133
5046,2,18,127
5047,3,51,475
5048,2,41,346
5049,3,16,148
5050,2,28,441
5051,2,100,1133
5052,3,15,131
5053,3,43,478
5054,4,30,195
5055,2,63,635
5056,2,15,271
5057,2,117,1273
5058,2,13,127
5059,2,32,424
5060,2,29,353
5061,2,12,205
5062,5,22,209
5063,2,17,350
5064,3,17,260
5065,2,11,104
5066,2,37,413
5067,2,204,2157
5068,2,12,172
5069,2,11,83
5070,3,74,761
5071,4,23,238
5072,2,49,424
5073,4,25,291
5074,2,20,119
5075,2,43,387
5076,2,43,633
5077,2,14,74
5078,2,43,557
5079,2,22,236
5080,2,27,277
5081,3,55,674
5082,2,27,427
5083,3,12,127
5084,3,13,161
5085,2,43,356
5086,2,41,557
5087,4,25,146
5088,7,28,377
5089,2,13,125
5090,2,14,140
5091,3,16,138
5092,4,48,386
5093,3,49,691
5094,2,69,683
5095,3,117,1049
5096,3,124,1275
5097,3,19,148
5098,2,21,174
5099,2,17,114
5100,2,38,304
5101,2,27,247
5102,2,75,954
5103,2,191,2163
5104,2,10,154
5105,2,15,336
5106,2,11,175
5107,2,30,255
5108,2,32,490
5109,2,47,300
5110,3,16,244
5111,2,12,84
5112,2,47,433
5113,2,42,442
5114,2,11,304
5115,3,14,314
5116,2,53,722
5117,2,10,93
5118,2,36,358
5119,2,46,380
5120,3,29,293
5121,2,31,189
5122,2,16,113
5123,2,23,342
5124,2,10,207
5125,3,16,211
5126,2,14,105
5127,2,54,428
5128,4,18,111
5129,3,22,167
5130,2,10,245
5131,3,14,143
5132,2,54,602
5133,2,12,73
5134,2,20,148
5135,2,10,82
5136,2,108,1508
5137,2,17,178
5138,2,8,41
5139,2,13,295
5140,2,10,166
5141,2,9,63
5142,2,51,355
5143,4,17,165
5144,2,55,515
5145,2,24,390
5146,2,26,184
5147,2,10,69
5148,2,16,180
5149,5,33,512
5150,5,59,596
5151,2,111,1003
5152,3,16,281
5153,5,43,617
5154,3,17,110
5155,3,32,267
5156,4,18,222
5157,2,17,228
5158,2,19,208
5159,2,32,327
5160,2,14,99
5161,2,31,417
5162,2,13,185
5163,3,28,190
5164,2,42,355
5165,2,9,73
5166,3,53,371
5167,2,19,316
5168,2,15,160
5169,3,11,151
5170,2,66,860
5171,2,96,1247
5172,3,20,118
5173,3,18,153
5174,2,25,223
5175,2,8,38
5176,2,26,214
5177,2,17,244
5178,2,13,285
5179,3,14,181
5180,2,43,513
5181,3,32,476
5182,2,200,2001
5183,2,12,182
5184,3,65,662
5185,2,8,104
5186,2,16,134
5187,2,22,361
5188,3,16,167
5189,2,8,132
5190,2,74,734
5191,3,26,208
5192,2,14,82
5193,3,17,136
5194,2,21,204
5195,2,15,93
5196,2,47,343
5197,4,25,227
5198,2,24,152
5199,2,123,1299
5200,2,12,61
5201,2,21,179
5202,3,11,105
5203,2,60,700
5204,2,196,2014
5205,3,59,758
5206,2,22,190
5207,2,43,512
5208,2,190,1832
5209,2,40,686
5210,2,43,357
5211,2,44,694
5212,3,42,272
5213,2,31,256
5214,3,116,1235
5215,2,11,63
5216,2,52,495
5217,2,15,117
5218,2,24,169
5219,2,11,54
5220,2,15,78
5221,2,19,159
5222,5,44,642
5223,2,38,320
5224,2,47,582
5225,4,26,277
5226,3,23,198
5227,2,17,116
5228,3,74,739
5229,3,14,108
5230,3,18,146
5231,2,15,342
5232,2,17,358
5233,2,46,592
5234,2,17,91
5235,2,13,121
5236,2,10,128
5237,3,22,239
5238,2,19,145
5239,4,24,167
5240,2,27,212
5241,2,48,703
5242,4,18,294
5243,2,25,259
5244,2,35,280
5245,2,30,304
5246,3,40,361
5247,2,14,306
5248,2,23,141
5249,2,10,125
5250,2,15,72
5251,2,11,83
5252,4,28,272
5253,2,30,368
5254,2,42,499
5255,4,61,436
5256,2,9,269
5257,2,17,170
5258,2,53,658
5259,2,17,140
5260,4,18,390
5261,2,12,180
5262,2,21,251
5263,2,20,161
5264,2,9,85
5265,2,86,1083
5266,3,204,2066
5267,2,15,115
5268,2,42,391
5269,2,13,280
5270,3,27,206
5271,2,74,596
5272,3,27,398
5273,2,45,718
5274,2,35,467
5275,2,13,89
5276,2,38,327
5277,2,37,363
5278,2,15,175
5279,2,34,546
5280,3,48,610
5281,3,26,230
5282,4,19,122
5283,2,24,484
5284,2,68,483
5285,2,51,600
5286,3,15,158
5287,2,9,237
5288,2,29,278
5289,2,17,115
5290,3,22,110
5291,2,18,401
5292,2,18,176
5293,2,19,123
5294,2,16,149
5295,2,28,555
5296,3,12,132
5297,2,16,108
5298,5,40,363
5299,2,30,276
5300,2,40,410
5301,3,13,96
5302,2,35,463
5303,3,20,248
5304,2,17,131
5305,4,16,124
5306,3,98,1242
5307,2,34,488
5308,3,28,382
5309,3,17,101
5310,2,52,542
5311,2,12,75
5312,2,10,283
5313,3,88,635
5314,2,52,439
5315,2,10,63
5316,2,13,366
5317,2,16,108
5318,3,21,387
5319,3,31,452
5320,2,11,95
5321,3,28,464
5322,2,15,102
5323,2,21,160
5324,4,38,346
5325,3,188,2113
5326,2,13,253
5327,3,16,110
5328,3,24,411
5329,2,43,477
5330,2,25,291
5331,2,42,506
5332,2,108,1454
5333,2,38,512
5334,3,51,431
5335,2,19,141
5336,4,52,385
5337,3,19,215
5338,3,34,297
5339,2,14,88
5340,2,40,574
5341,3,16,127
5342,2,16,96
5343,2,17,133
5344,2,12,58
5345,2,11,81
5346,4,15,330
5347,4,19,263
5348,4,126,1189
5349,2,116,1512
5350,3,49,346
5351,3,33,320
5352,2,13,134
5353,2,8,35
5354,2,48,648
5355,2,21,189
5356,3,73,866
5357,2,191,1836
5358,3,47,430
5359,4,115,1242
5360,3,25,191
5361,3,17,120
5362,2,37,296
5363,2,197,2058
5364,2,48,325
5365,7,27,222
5366,5,23,204
5367,2,16,93
5368,3,18,130
5369,2,14,80
5370,3,17,188
5371,2,19,169
5372,2,15,115
5373,2,35,273
5374,2,13,83
5375,2,8,151
5376,2,22,208
5377,2,51,689
5378,2,11,57
5379,2,64,534
5380,2,45,403
5381,2,19,127
5382,2,79,638
5383,2,23,385
5384,3,52,634
5385,2,11,89
5386,2,15,128
5387,2,13,113
5388,2,22,294
5389,2,13,76
5390,4,18,128
5391,2,12,348
5392,3,12,153
5393,4,28,296
5394,2,27,292
5395,2,36,345
5396,2,29,177
5397,2,49,506
5398,2,9,73
5399,3,22,133
5400,2,22,219
5401,5,34,412
5402,2,203,2045
5403,2,22,194
5404,3,18,111
5405,2,22,187
5406,2,71,659
5407,3,47,568
5408,2,11,83
5409,2,11,74
5410,2,16,92
5411,3,19,134
5412,2,109,986
5413,3,13,103
5414,2,21,107
5415,3,20,143
5416,2,28,199
5417,2,75,686
5418,2,22,124
5419,2,27,188
5420,3,15,378
5421,2,87,956
5422,2,19,227
5423,2,17,192
5424,2,25,392
5425,2,207,2112
5426,2,12,254
5427,3,19,162
5428,2,20,202
5429,2,14,160
5430,4,23,171
5431,2,11,93
5432,3,32,483
5433,2,42,545
5434,3,17,166
5435,3,28,324
5436,2,8,202
5437,2,12,133
5438,2,63,842
5439,4,55,688
5440,2,10,261
5441,2,15,96
5442,2,19,290
5443,2,21,388
5444,3,18,127
5445,3,22,191
5446,2,87,1011
5447,2,14,211
5448,2,16,120
5449,3,69,824
5450,2,39,289
5451,2,9,56
5452,2,23,411
5453,2,27,404
5454,2,31,458
5455,2,45,496
5456,2,18,134
5457,2,12,75
5458,3,13,94
5459,2,19,143
5460,2,11,71
5461,2,17,107
5462,2,35,273
5463,2,31,215
5464,2,22,265
5465,2,16,160
5466,2,14,130
5467,2,53,431
5468,2,19,409
5469,2,32,225
5470,3,191,1876
5471,2,15,182
5472,2,15,308
5473,2,12,269
5474,3,26,233
5475,2,14,78
5476,2,108,1211
5477,2,199,1990
5478,3,18,186
5479,3,26,229
5480,2,87,1035
5481,2,112,1009
5482,2,13,190
5483,2,14,110
5484,3,14,102
5485,2,39,450
5486,2,16,119
5487,3,26,483
5488,2,30,193
5489,2,27,192
5490,2,11,100
5491,2,16,307
5492,4,192,2210
5493,2,23,125
5494,3,31,413
5495,2,15,120
5496,2,134,1618
5497,2,20,251
5498,2,12,97
5499,2,54,415
5500,2,21,146
5501,2,12,167
5502,2,23,285
5503,2,23,278
5504,2,12,65
5505,2,11,299
5506,2,16,192
5507,2,8,68
5508,2,17,113
5509,2,14,82
5510,2,21,389
5511,2,10,299
5512,2,188,2144
5513,2,20,147
5514,2,14,115
5515,2,22,238
5516,3,19,326
5517,4,58,718
5518,2,13,113
5519,3,13,274
5520,2,15,147
5521,2,42,546
5522,2,23,312
5523,2,65,958
5524,3,30,355
5525,2,14,90
5526,2,9,79
5527,2,26,422
5528,2,45,418
5529,4,20,126
5530,2,96,1229
5531,3,29,243
5532,2,9,144
5533,2,9,76
5534,2,47,387
5535,2,13,105
5536,2,18,408
5537,2,32,381
5538,2,29,429
5539,2,24,204
5540,2,110,1051
5541,2,13,199
5542,3,32,187
5543,2,27,203
5544,2,12,236
5545,2,12,270
5546,2,33,227
5547,4,28,249
5548,2,11,52
5549,2,11,101
5550,2,27,323
5551,3,14,129
5552,2,49,636
5553,2,14,122
5554,2,9,85
5555,2,40,696
5556,3,39,429
5557,3,23,111
5558,2,11,87
5559,2,39,299
5560,2,11,125
5561,2,13,104
5562,2,9,69
5563,2,25,341
5564,2,35,276
5565,3,44,634
5566,3,25,181
5567,3,28,242
5568,2,15,91
5569,2,17,256
5570,3,22,313
5571,2,11,197
5572,2,14,299
5573,2,38,286
5574,4,44,349
5575,3,26,242
5576,3,33,272
5577,2,30,310
5578,2,15,113
5579,2,10,140
5580,4,19,348
5581,2,11,235
5582,3,15,129
5583,2,13,230
5584,3,29,649
5585,2,15,82
5586,2,10,133
5587,2,15,207
5588,2,53,723
5589,2,36,403
5590,3,20,155
5591,2,115,1208
5592,2,10,138
5593,2,8,43
5594,3,12,69
5595,2,51,566
5596,2,16,142
5597,2,128,1522
5598,2,17,121
5599,2,14,221
5600,2,29,378
5601,2,12,305
5602,2,23,258
5603,3,111,1487
5604,2,22,319
5605,2,10,441
5606,2,10,297
5607,2,87,1051
5608,3,26,175
5609,2,13,100
5610,2,209,2479
5611,2,46,387
5612,2,10,232
5613,2,9,64
5614,2,18,154
5615,2,18,111
5616,2,11,245
5617,2,16,103
5618,2,187,2086
5619,2,50,514
5620,3,28,232
5621,3,27,304
5622,2,21,159
5623,3,41,465
5624,2,16,202
5625,2,11,110
5626,4,20,347
5627,3,24,142
5628,3,80,852
5629,2,17,334
5630,2,28,350
5631,2,94,1326
5632,2,60,506
5633,2,31,417
5634,3,56,563
5635,2,13,264
5636,3,49,623
5637,2,12,57
5638,2,13,86
5639,2,42,291
5640,3,266,3012
5641,2,55,732
5642,2,23,247
5643,3,38,257
5644,2,14,181
5645,2,36,435
5646,3,24,363
5647,2,18,337
5648,2,20,177
5649,2,45,440
5650,4,29,403
5651,2,116,1250
5652,3,19,283
5653,2,16,321
5654,2,42,498
5655,2,13,244
5656,2,18,177
5657,2,46,501
5658,2,15,166
5659,3,77,769
5660,2,9,60
5661,2,13,214
5662,2,15,126
5663,2,35,299
5664,2,82,933
5665,2,50,853
5666,2,55,417
5667,3,21,296
5668,3,16,322
5669,2,11,78
5670,2,9,97
5671,3,26,242
5672,2,48,459
5673,2,31,338
5674,2,10,211
5675,2,8,344
5676,3,18,244
5677,2,88,1216
5678,2,30,376
5679,3,15,132
5680,3,41,432
5681,2,17,160
5682,2,33,264
5683,2,15,97
5684,2,13,178
5685,2,12,70
5686,3,11,68
5687,2,117,1101
5688,2,16,118
5689,2,21,311
5690,4,28,214
5691,3,12,75
5692,5,50,482
5693,3,15,199
5694,3,46,410
5695,3,21,307
5696,2,16,264
5697,2,65,638
5698,2,13,107
5699,4,43,384
5700,2,14,120
5701,2,10,56
5702,2,29,446
5703,2,17,488
5704,2,102,1138
5705,3,14,137
5706,2,9,85
5707,4,18,277
5708,2,21,189
5709,2,20,148
5710,2,15,187
5711,2,22,174
5712,2,9,47
5713,2,9,73
5714,2,19,298
5715,2,196,2019
5716,3,17,79
5717,2,216,2134
5718,3,20,148
5719,3,18,104
5720,2,15,161
5721,2,14,81
5722,2,16,72
5723,2,19,124
5724,2,14,148
5725,2,109,1347
5726,2,10,92
5727,2,31,375
5728,3,38,404
5729,3,13,181
5730,2,34,517
5731,2,18,277
5732,2,11,250
5733,3,224,2719
5734,2,29,285
5735,3,36,439
5736,2,122,1582
5737,2,11,59
5738,2,9,84
5739,2,111,1215
5740,2,26,156
5741,4,15,90
5742,3,15,84
5743,3,190,1820
5744,2,23,361
5745,2,20,202
5746,2,38,371
5747,2,59,447
5748,2,14,186
5749,2,12,114
5750,2,13,251
5751,2,10,70
5752,2,30,369
5753,2,17,161
5754,4,14,122
5755,2,11,92
5756,4,17,106
5757,3,23,267
5758,2,28,417
5759,2,35,425
5760,3,47,434
5761,2,13,102
5762,2,10,237
5763,2,18,324
5764,3,12,163
5765,2,40,365
5766,2,14,240
5767,2,40,626
5768,2,13,148
5769,2,8,79
5770,3,26,162
5771,3,30,189
5772,2,10,239
5773,2,12,111
5774,2,13,104
5775,2,12,53
5776,2,9,88
5777,3,12,58
5778,2,37,230
5779,2,14,220
5780,2,18,341
5781,2,8,115
5782,2,18,190
5783,3,47,414
5784,4,20,132
5785,2,32,326
5786,3,17,152
5787,2,40,326
5788,2,46,843
5789,3,16,293
5790,3,21,226
5791,2,9,78
5792,2,28,183
5793,4,19,299
5794,2,10,64
5795,2,59,753
5796,4,34,414
5797,2,64,809
5798,2,21,173
5799,2,27,313
5800,2,44,549
5801,2,50,655
5802,4,45,519
5803,2,28,330
5804,2,15,116
5805,2,50,645
5806,2,62,771
5807,2,188,1839
5808,2,21,164
5809,3,12,81
5810,2,41,406
5811,2,10,249
5812,2,47,698
5813,2,24,212
5814,3,24,242
5815,2,101,1117
5816,2,44,395
5817,2,19,288
5818,2,39,534
5819,2,15,90
5820,2,25,254
5821,3,22,139
5822,2,51,1025
5823,6,55,592
5824,2,189,2190
5825,2,15,339
5826,2,13,69
5827,2,17,210
5828,2,68,990
5829,4,15,141
5830,2,24,252
5831,3,40,277
5832,2,22,214
5833,3,15,105
5834,2,10,67
5835,2,11,54
5836,2,11,77
5837,2,27,540
5838,2,14,262
5839,2,15,88
5840,2,10,76
5841,2,67,986
5842,2,17,113
5843,3,34,420
5844,2,19,151
5845,2,115,1207
5846,2,94,1392
5847,2,10,271
5848,3,18,126
5849,3,45,492
5850,2,214,2250
5851,2,16,101
5852,3,47,519
5853,2,16,151
5854,2,15,300
5855,2,128,1367
5856,3,33,417
5857,2,30,469
5858,2,19,141
5859,3,29,291
5860,2,20,158
5861,3,98,1239
5862,3,67,553
5863,4,220,2317
5864,2,16,117
5865,2,14,88
5866,4,33,521
5867,2,29,522
5868,4,33,479
5869,2,44,513
5870,2,86,975
5871,2,26,267
5872,3,14,77
5873,2,14,160
5874,4,39,617
5875,2,15,171
5876,2,10,266
5877,2,11,109
5878,3,17,252
5879,4,29,234
5880,2,17,114
5881,4,16,213
5882,2,14,139
5883,2,17,109
5884,2,15,193
5885,2,16,133
5886,2,25,241
5887,2,14,67
5888,3,25,143
5889,2,10,97
5890,2,30,224
5891,2,13,85
5892,2,46,658
5893,2,12,259
5894,2,11,146
5895,2,21,185
5896,2,21,140
5897,3,27,217
5898,2,19,349
5899,2,17,128
5900,2,14,113
5901,2,65,564
5902,2,10,108
5903,2,11,107
5904,2,11,84
5905,2,109,1028
5906,3,193,1831
5907,2,198,2115
5908,3,14,295
5909,2,14,85
5910,2,35,273
5911,2,19,317
5912,2,19,329
5913,2,8,137
5914,2,17,96
5915,3,48,544
5916,2,42,534
5917,3,63,686
5918,2,23,242
5919,2,45,356
5920,2,22,163
5921,2,26,203
5922,3,115,1239
5923,2,62,772
5924,2,27,339
5925,2,12,89
5926,2,8,236
5927,2,72,743
5928,2,10,94
5929,4,24,213
5930,2,102,1149
5931,3,58,620
5932,2,15,110
5933,3,50,505
5934,2,54,736
5935,2,12,90
5936,2,51,600
5937,2,10,59
5938,2,14,107
5939,2,31,444
5940,2,8,64
5941,2,11,146
5942,2,22,202
5943,3,12,77
5944,2,23,442
5945,2,9,75
5946,2,190,2177
5947,2,50,490
5948,3,19,346
5949,2,27,283
5950,2,16,143
5951,2,22,167
5952,2,14,102
5953,2,61,780
5954,4,16,100
5955,2,17,149
5956,2,19,206
5957,2,13,293
5958,2,19,134
5959,4,18,132
5960,2,115,1237
5961,3,13,104
5962,2,17,301
5963,2,13,205
5964,2,22,189
5965,2,10,102
5966,2,37,452
5967,3,18,152
5968,3,13,109
5969,2,200,1989
5970,2,84,1000
5971,2,19,312
5972,2,23,249
5973,2,9,85
5974,3,15,201
5975,2,11,164
5976,3,46,355
5977,2,11,76
5978,2,13,100
5979,2,31,246
5980,2,11,132
5981,2,43,299
5982,2,17,287
5983,2,8,41
5984,2,15,169
5985,3,15,107
5986,3,59,709
5987,2,42,413
5988,2,187,2094
5989,2,70,753
5990,3,32,231
5991,2,8,48
5992,2,18,168
5993,2,13,72
5994,2,13,176
5995,2,21,137
5996,2,14,86
5997,2,14,83
5998,2,50,529
5999,3,13,154
6000,2,22,251
6001,2,11,68
6002,2,17,114
6003,3,27,414
6004,2,15,184
6005,3,22,194
6006,2,19,108
6007,2,23,185
6008,3,22,228
6009,2,25,193
6010,2,8,143
6011,3,19,329
6012,2,28,352
6013,2,16,255
6014,2,19,143
6015,2,8,159
6016,2,28,257
6017,3,16,129
6018,4,22,149
6019,3,12,72
6020,2,108,1461
6021,2,69,680
6022,2,33,374
6023,2,15,121
6024,2,18,273
6025,2,60,455
6026,2,101,1110
6027,2,12,67
6028,2,16,141
6029,2,14,255
6030,3,29,284
6031,2,112,1191
6032,2,68,694
6033,2,25,276
6034,2,18,152
6035,2,56,735
6036,3,18,286
6037,2,36,281
6038,2,204,2129
6039,3,39,772
6040,2,9,82
6041,2,27,234
6042,2,188,1803
6043,2,26,197
6044,2,12,99
6045,2,13,83
6046,4,24,155
6047,2,24,469
6048,2,8,118
6049,4,36,361
6050,2,31,328
6051,3,51,507
6052,4,20,125
6053,4,20,122
6054,2,129,1792
6055,2,40,741
6056,2,13,78
6057,2,17,121
6058,3,25,160
6059,2,200,1989
6060,2,23,235
6061,2,11,126
6062,2,8,277
6063,2,10,95
6064,2,11,81
6065,2,24,158
6066,2,75,710
6067,2,20,411
6068,2,25,223
6069,2,9,49
6070,2,13,86
6071,2,54,494
6072,2,58,560
6073,3,190,2108
6074,2,29,367
6075,4,17,92
6076,2,18,121
6077,2,14,70
6078,2,198,2009
6079,3,14,93
6080,2,86,951
6081,2,18,170
6082,2,16,135
6083,3,120,1413
6084,4,53,343
6085,2,14,144
6086,2,18,126
6087,2,10,179
6088,2,36,351
6089,2,210,2075
6090,2,15,105
6091,2,40,416
6092,2,12,85
6093,4,205,1934
6094,2,15,114
6095,2,44,553
6096,2,28,177
6097,2,43,490
6098,2,12,91
6099,2,19,126
6100,2,17,99
6101,2,11,119
6102,3,65,559
6103,2,11,148
6104,2,114,1063
6105,3,193,1828
6106,3,14,278
6107,2,29,340
6108,3,31,291
6109,2,18,290
6110,2,23,255
6111,2,14,112
6112,2,123,1560
6113,2,24,364
6114,2,12,109
6115,2,8,77
6116,2,22,164
6117,2,198,2199
6118,2,10,230
6119,2,25,200
6120,3,14,111
6121,2,8,70
6122,2,13,105
6123,2,10,74
6124,2,52,482
6125,2,36,314
6126,3,27,255
6127,2,18,386
6128,2,11,62
6129,2,25,251
6130,2,9,115
6131,2,10,102
6132,2,9,267
6133,3,42,364
6134,2,189,1987
6135,2,16,168
6136,3,37,495
6137,2,28,333
6138,3,22,233
6139,2,17,300
6140,2,9,115
6141,2,35,233
6142,2,20,144
6143,3,81,1051
6144,4,19,139
6145,2,17,139
6146,2,61,977
6147,2,29,395
6148,3,20,160
6149,3,24,213
6150,2,23,511
6151,3,117,1558
6152,2,15,91
6153,3,11,75
6154,2,12,204
6155,2,39,603
6156,2,93,1216
6157,2,14,87
6158,2,108,1316
6159,2,13,129
6160,3,17,155
6161,2,13,98
6162,3,13,261
6163,2,188,1807
6164,2,108,1449
6165,2,38,333
6166,2,23,280
6167,2,25,174
6168,2,14,113
6169,3,11,108
6170,2,197,1879
6171,3,32,260
6172,2,9,56
6173,2,55,552
